dataset,scene_id,frame_idx,predicted_confidence,predicted_std,actual_confidence,decision,is_audit_frame,source_json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,85,0.94211,0.204537,0.942186,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,86,0.944869,0.204122,0.941631,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,87,0.946976,0.204019,0.942223,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,88,0.945815,0.20412,0.94167,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,89,0.949959,0.203956,0.942247,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,90,0.948279,0.20391,0.93598,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,91,0.948293,0.203525,0.941113,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,92,0.949945,0.203497,0.940526,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,93,0.950477,0.203501,0.941116,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,94,0.949715,0.203508,0.941143,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,95,0.949085,0.203519,0.939151,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,96,0.95026,0.203399,0.942597,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,97,0.943912,0.203619,0.940594,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,98,0.95099,0.203423,0.941213,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,99,0.949153,0.203306,0.931676,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,100,0.94743,0.203342,0.940795,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,101,0.944845,0.20334,0.939624,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,102,0.944713,0.203348,0.941405,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,103,0.945247,0.203319,0.940802,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,104,0.946887,0.203257,0.940167,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,105,0.947745,0.203243,0.940877,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,106,0.944469,0.20325,0.940207,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,107,0.948194,0.203147,0.940844,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,108,0.946593,0.203174,0.940852,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,109,0.946729,0.203176,0.940249,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,110,0.942126,0.20341,0.938705,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,111,0.944122,0.203171,0.938071,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,112,0.947265,0.203086,0.938679,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,113,0.946486,0.203104,0.938137,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,114,0.947214,0.203101,0.938705,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,115,0.94435,0.203191,0.9387,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,116,0.942022,0.203233,0.9381,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,117,0.951243,0.203105,0.938707,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,118,0.948963,0.203039,0.938106,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,119,0.943136,0.203181,0.938719,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,120,0.954163,0.20331,0.938833,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,121,0.949521,0.202986,0.939436,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,122,0.945323,0.203003,0.890314,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,123,0.951027,0.203067,0.9395,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,124,0.950329,0.203044,0.938887,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,125,0.946279,0.202998,0.939538,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,126,0.946586,0.202912,0.938929,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,127,0.942376,0.203061,0.939553,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,128,0.942312,0.203069,0.938957,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,129,0.951876,0.203096,0.940386,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,130,0.948696,0.202959,0.940408,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,131,0.943609,0.202921,0.939842,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,132,0.947496,0.202872,0.937485,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,133,0.950561,0.202982,0.942768,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,134,0.942505,0.202988,0.940448,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,135,0.94173,0.203038,0.939869,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,136,0.948644,0.202851,0.940397,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,137,0.950928,0.20297,0.940477,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,138,0.947576,0.202725,0.935509,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,139,0.951566,0.202926,0.941411,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,140,0.951147,0.2029,0.940817,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,141,0.946061,0.202654,0.941374,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,142,0.94242,0.202741,0.941437,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,143,0.948518,0.202709,0.940838,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,144,0.943034,0.202727,0.941428,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,145,0.947056,0.202682,0.940852,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,146,0.946095,0.202536,0.937167,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,147,0.944588,0.20259,0.935055,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,148,0.943859,0.202612,0.938652,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,149,0.943283,0.202636,0.939259,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,150,0.944007,0.202621,0.938708,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,151,0.945846,0.20254,0.939241,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,152,0.946544,0.202551,0.938709,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,153,0.940063,0.202765,0.939284,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,154,0.942674,0.20262,0.93927,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,155,0.947178,0.202578,0.938655,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,156,0.939034,0.202795,0.939288,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,157,0.945011,0.202513,0.939616,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,158,0.948471,0.202573,0.939014,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,159,0.945135,0.202524,0.939567,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,160,0.945948,0.202529,0.939026,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,161,0.946127,0.202475,0.939595,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,162,0.943764,0.202499,0.939596,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,163,0.946377,0.202488,0.938972,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,164,0.945533,0.202489,0.939593,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,165,0.942994,0.202541,0.93897,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,166,0.942363,0.202504,0.93955,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,167,0.942629,0.2025,0.939931,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,168,0.944937,0.202453,0.940476,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,169,0.951275,0.202684,0.939937,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,170,0.954822,0.203051,0.940532,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,171,0.939838,0.20262,0.939945,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,172,0.942975,0.202454,0.940525,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,173,0.949068,0.20251,0.939944,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,174,0.947481,0.202453,0.940518,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,175,0.943735,0.20245,0.940509,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,176,0.946254,0.202383,0.93991,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,177,0.951068,0.202606,0.938802,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,178,0.95003,0.202385,0.942544,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,179,0.947624,0.202378,0.943104,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,180,0.947765,0.202381,0.943162,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,181,0.950416,0.202363,0.942526,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,182,0.947103,0.202341,0.943125,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,183,0.950469,0.202379,0.942544,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,184,0.946832,0.202355,0.943049,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,185,0.950559,0.202396,0.942551,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,186,0.946599,0.202299,0.943052,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,187,0.945331,0.202311,0.941506,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,188,0.948388,0.202312,0.942169,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,189,0.947761,0.202309,0.942147,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,190,0.945053,0.202328,0.941518,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,191,0.9437,0.202316,0.942155,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,192,0.947188,0.20227,0.942125,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,193,0.946807,0.202273,0.94155,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,194,0.94014,0.202536,0.942109,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,195,0.946732,0.202284,0.941549,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,196,0.949221,0.202308,0.942092,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,197,0.946974,0.202217,0.940949,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,198,0.944267,0.202185,0.945405,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,199,0.943939,0.202197,0.944878,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,200,0.944035,0.202197,0.945435,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,201,0.942818,0.202196,0.945438,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,202,0.945013,0.202138,0.944879,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,203,0.944696,0.202147,0.945435,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,204,0.943347,0.202182,0.94477,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,205,0.944867,0.202152,0.945477,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,206,0.945568,0.202041,0.94094,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,207,0.948171,0.202094,0.943815,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,208,0.947072,0.202062,0.944361,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,209,0.942295,0.202132,0.943814,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,210,0.942695,0.20212,0.944349,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,211,0.945493,0.202015,0.94438,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,212,0.944016,0.202043,0.943794,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,213,0.946366,0.202019,0.944372,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,214,0.947201,0.202029,0.943738,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,215,0.942764,0.202111,0.944389,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,216,0.941124,0.202177,0.943791,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,217,0.940986,0.202198,0.944818,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,218,0.943985,0.202044,0.944826,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,219,0.94547,0.202012,0.944288,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,220,0.952375,0.202209,0.94483,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,221,0.951645,0.202129,0.944272,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,222,0.945321,0.201987,0.944822,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,223,0.944819,0.202002,0.944853,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,224,0.944489,0.202014,0.944294,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,225,0.940292,0.202264,0.944825,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,226,0.94294,0.20204,0.944297,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,227,0.943752,0.202006,0.946291,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,228,0.942656,0.202054,0.946298,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,229,0.94581,0.201966,0.945796,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,230,0.94543,0.201974,0.946314,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,231,0.948589,0.201982,0.945794,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,232,0.945653,0.201944,0.946306,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,233,0.941438,0.202084,0.945785,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,234,0.936925,0.202493,0.946293,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,235,0.935441,0.202682,0.946302,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,236,0.946422,0.201925,0.941355,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,237,0.942908,0.202009,0.942368,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,238,0.944982,0.201969,0.946153,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,239,0.94209,0.202054,0.946735,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,240,0.944712,0.201987,0.946183,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,241,0.941281,0.202068,0.946702,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,242,0.93848,0.202284,0.946195,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,243,0.945107,0.201974,0.946735,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,244,0.941839,0.202059,0.946714,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,245,0.940694,0.202127,0.94621,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,246,0.944106,0.201935,0.943811,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,247,0.949708,0.20192,0.947826,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,248,0.946275,0.201949,0.948293,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,249,0.944886,0.202004,0.947833,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,250,0.947112,0.20193,0.948328,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,251,0.949039,0.201891,0.948337,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,252,0.946233,0.201916,0.947808,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,253,0.947903,0.201893,0.94835,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,254,0.944147,0.202,0.947817,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,255,0.94582,0.20193,0.948359,FULL_DETECTION,True,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,256,0.950318,0.201909,0.951559,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,257,0.948602,0.201875,0.951084,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
nuscenes_full,6f83169d067343658251f72e1dd17dbc,258,0.945017,0.201932,0.951575,FULL_DETECTION,False,output/nuscenes_full/nuscenes_full_inference.json
